job_id,title,company_name,company_id,description,max_salary,pay_period,location,med_salary,min_salary,formatted_work_type,remote_allowed,work_type,extracted_skills_text,extracted_skills
3377655935,Senior Account Manager,Garven Design Group,1058216,"Are you a proactive, detail-oriented professional who is passionate about forging strong relationships with retail customers while driving sales growth? We are seeking a Senior Account Manager to join our team. This role is pivotal in managing and nurturing several key retail accounts, ensuring customer satisfaction, and achieving business objectives. Successful performance in the Senior Account Manager position may progress into Sales Lead role, where you will have increased responsibility driving initiatives on key accounts.
Key Responsibilities:Develop and maintain relationships with retail customers to understand their needs and influence outcomes.Collaborate with Sales to manage and execute details for national retail account programs, ensuring alignment with objectives and timelines.Comprehend business strategies and processes to meet customer requirements.Facilitate internal tasks and communication to ensure program objectives are met on time.Provide recommendations and work with cross-functional teams to optimize program management and development.Maintain accurate records and update internal process documents with a strong emphasis on detail.Conduct margin analysis and pricing reviews to align current programs with historical data and industry standards.Ensure customer needs are met while aligning with company goals and objectives.
Minimum Qualifications:Bachelor's degree or equivalent experience with 3+ years in account management for large retail accounts.Excellent written and verbal communication skills with a customer-focused perspective.Advanced skills in Microsoft Office Suite (Excel, Outlook, PowerPoint) and experience with retail customer web portals.Strong analytical skills with a background in Mass retail.Ability to analyze and resolve issues in an effective and timely manner.Strong organizational skills and attention to detail.Ability to prioritize and multitask in a fast-paced environment. Garven Design Group creates custom gifts and gift packaging for our retail partners. We offer a hybrid work environment and a comprehensive benefits package. This role offers an exciting opportunity to contribute to our growth and success in the retail sector while working within a collaborative and supportive team environment. This position is based out of our office in Edina, MN.",,,"Edina, MN",,,Full-time,True,FULL_TIME,"{""Account Management"",""Customer Relationship Building"",""Communication Skills (written & verbal)"",""Microsoft Office Suite (Excel, Outlook, PowerPoint)"",""Analytical Skills"",Problem-Solving,""Organizational Skills"",""Attention to Detail"",""Time Management"",Multitasking,""Retail Industry Knowledge"",""Mass Retail Experience""}","['Account Management', 'Customer Relationship Building', 'Communication Skills (written & verbal)', 'Microsoft Office Suite (Excel', 'Outlook', 'PowerPoint)', 'Analytical Skills', 'Problem-Solving', 'Organizational Skills', 'Attention to Detail', 'Time Management', 'Multitasking', 'Retail Industry Knowledge', 'Mass Retail Experience']"
3885828607,School Behavior Tech,Maxim Healthcare Staffing,164880,"$23 - $27

The Behavior Technician works to facilitate educational and behavioral services with children and adults with special needs and collaborates with school professionals and other behavioral specialists to achieve learning and behavioral goals and objectives.

Essential Duties and Responsibilities:

Follows instructions from the BCBA, teacher, and/or program supervisorImplements behavior management techniques in the form of prevention, intervention, and consequence strategiesProvides crisis interventionReviews and implements behavior intervention plansReviews and performs tasks to behavioral and ABA goals found within an IEP at the direction of an instructorAssists in facilitating academic instruction at the direction of an instructorAssists in facilitating SLP, OT, and PT development plansDocuments session per policies and proceduresCollects behavioral and academic data accurately and efficientlyStrictly adheres to confidentiality requirementsAssists students in the development of independent daily living skills through self-care activities such as toileting, clothing routines, and personal hygieneSupports students across environments (i.e. classroom, playground, lunch room, gym, sensory room, library, etc.)Performs other duties as assigned/necessary


Minimum Requirements:

High School diploma or equivalent requiredTwo (2) years of pediatric experience preferredComplies with all relevant professional standards of practice Participation and completion of Maxim's Competency program when applicableCurrent CPR if applicableTB questionnaire, PPD or chest x-ray if applicable Current health certificate (per contract or state regulation) Must meet all federal, state and local requirements Successful completion of new hire training as applicable to job site Understand patient confidentiality and HIPAA requirements Ability to effectively elicit/provide information to and from appropriate individuals (including, but not limited to, supervisors, co-workers, clients) via strong communication skills; proficiency in the English language is required Computer proficiency required Must be at least 18 years of age


Please note that this pay range represents a good faith estimate of the compensation that will be offered for this position based on the circumstances. The actual pay offered to a successful candidate will take into account a wide range of factors, including but not limited to location, experience, and other variable factors.

Benefits

At Maxim Healthcare Staffing, we firmly believe that our employees are the heartbeat of our organization and we are happy to offer the following benefits:

Competitive pay & weekly paychecksHealth, dental, vision, and life insurance401(k) savings planAwards and recognition programs Benefit eligibility is dependent on employment status.


About Maxim Healthcare Staffing

Maxim Healthcare Staffing has been making a difference in the lives of our patients, caregivers, and employees for more than 30 years. Our nationwide suite of services includes home healthcare, companion and behavioral care, healthcare staffing, and workforce solutions. Maxim's commitment to customer service, compassionate patient care, and filling critical staffing needs makes us a trusted partner wherever healthcare is needed.

Maxim Healthcare Staffing is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.

763940",,,"Fremont, CA",,,Full-time,True,FULL_TIME,"{""Behavioral management techniques"",""ABA goals"",""IEP implementation"",""Crisis intervention"",""Data collection and analysis"",""Confidentiality requirements"",""Communication skills"",""Computer proficiency"",""English language proficiency""}","['Behavioral management techniques', 'ABA goals', 'IEP implementation', 'Crisis intervention', 'Data collection and analysis', 'Confidentiality requirements', 'Communication skills', 'Computer proficiency', 'English language proficiency']"
3885828608,Merchandiser Retail Coverage - Walmart - PRIMARY,Acosta,8097,"General Information

Company: ACO-US

Location: EL CAJON, California, 92020

Ref #: 46104

Pay Rate: $ 16.50

Experience/skills and/or location may influence position wage rate

Function: Merchandising

Employment Duration: Part-time

Description And Requirements

As a Merchandiser Retail Coverage - Walmart - PRIMARY at Acosta, you’ll ensure Acosta’s client brands stand out at Walmart stores by driving product availability. Your efforts executing retail merchandising activities will connect customers with the brands they love in one of the largest retailers in the world.

What’s in it for you?

You’ll merchandise brands you know and love in a variety of categories.Variety in your job tasks. You won’t get stuck doing the same thing every day.Health plan options including no-copay telemedicine, regardless of hours worked.


What will you do?

Scheduled work can be Sunday thru Saturday. Days will depend upon the required work specific to the location.Full-Time: Flexible schedule, at least 5 days a week (Friday required).Part-Time: Flexible schedule, 2-4 days (Friday required).Start work between 6am-9am, work between 6am to 6pm (no evenings).Locate merchandise in the backroom, stock and pack out products.Straighten product on the shelf.Receive and transport coupons and signage materials to place in store.Be comfortable using a company-issued mobile device to complete your work while navigating multiple applications at the same time.Answer simple, step-by step questions within Acosta’s field technology on your company-issued mobile device as you complete your work.Take photos of completed work to demonstrate your success.Represent Acosta and Acosta clients in your assigned Walmart store(s).Partner with Walmart store management and associates to get the job done.Collaborate with your direct manager via email, phone, and text.


How will you succeed?

Owning your store(s). You will be the face of Acosta as you visit Walmart on behalf of our clients. Over time, you’ll be the go-to Acosta resource because of the relationships you build.Enjoy working independently as a Acosta representative but remembering you’re an extension of the Walmart family.Effectively communicating with store associates, store managers and Acosta team members.Leveraging the support of and sharing best practices with our Walmart team nationwide through a variety of communication channels.Contacting your direct manager for help with challenges in store - they’re here to help!Completing work within the provided timeframe.Closely following detailed instructions to ensure we get it right the first time.Provide accurate and concise data and photos by following provided instructions.Reporting your work, the same day you complete it.


What tools do you need for the job?

Access to reliable transportation to get you to and from multiple retail locations in your area as a daily schedule.


This job posting covers the general job duties for this position and does not imply that these are the only tasks required. Acosta’s Talent Acquisition Team will go over any questions you have regarding the above during the interview process.

The Acosta Group is an Equal Opportunity Employer

By submitting your application you agree with and accept the Acosta Group Privacy Statement and Terms of Conditions.

US: http://acosta.jobs/privacy-policy-us/

Canada: http://acosta.jobs/privacy-policy-ca/

The Acosta Group utilizes E-Verify for validating the ability to work in the United States for all job candidates. If you want more information on what this entails and your rights as a job applicant, please usethe link provided to access information on our use of E-Verify and your right to work. Employer Resources (e-verify.gov)

Equal Opportunity Employer (Disabled, Veteran) | Under applicable requirements, such as the San Francisco FCO and the Los Angeles FCHIO, we consider for employment qualified applicants with arrest and conviction records or criminal histories | E-Verify Employer

PipelineDetail: 47414",,,"El Cajon, CA",,,Part-time,True,PART_TIME,"{Merchandising,""Retail Coverage"",""Mobile Device Navigation"",Communication,""Time Management"",""Attention to Detail"",Problem-Solving,Independence,Teamwork,Transportation}","['Merchandising', 'Retail Coverage', 'Mobile Device Navigation', 'Communication', 'Time Management', 'Attention to Detail', 'Problem-Solving', 'Independence', 'Teamwork', 'Transportation']"
3885828635,Sales Representative Lead,Acosta,8097,"General Information

Company: ACO-US

Location: NAVAL AIR STATION/ JRB, Texas, 76127

Ref #: 69029

Function: Merchandising

Employment Duration: Full-time

Benefits:

Medical, dental and vision insuranceCompany-paid life insurance, short-term and long-term disability401k programGenerous Paid Time Off (PTO) program


Overview

Description and Requirements

This position is responsible for the in-house marketing, promotion and sale of consumer product goods in the Commissary facilities. Requires in depth knowledge of client’s brands and has the ability to convey path to purchase information to the customer. Incumbent is responsible for selling in promotions and utilizing POS materials and creativity to design and set up displays to positively impact sales volume for the products. Significant client, customer, and internal interactions that require good interpersonal skills and strong communication habits. Ability to effectively lead a team to meet objectives with basic computer and Microsoft office skills as an essential expectation. May be responsible for directing the work activities of Retail Coverage Merchandisers on the team.

The incumbent(s) in this position should exhibit the following ACOSTA values :

 People Minded – Must show dignity and respect to all people Integrity – Must exemplify the highest degree of ethical behavior Results Oriented – Must show passion, pride and commitment to succeed Trust – Must be honest, sincere and confident Teamwork – Must build trusting relationships Innovation – Must progress through a combination of creativity, common sense and vision Balance – Must maintain an optimistic attitude and keep perspective on what is important in life


Some Essential Functions of this Position:

 Conduct and maintain store calls and frequency per assigned plan. Schedule, conduct and manage the section, category, and total store resets. Cut in new items, ensure tags are in place, and maintain shelf integrity by following the Plan O Gram. Ensure that all the promotional signage is in place. Conduct selling promotions, events, and client-specific product opportunities. This includes coordinating orders, Point of Sales, and support for the activities. Responsible for NARS-related duties to include cutting in new items, closing voids, answering client-specific needs, photos, resets, and meeting call frequency. Place, hang, or erect Point of Purchase materials. Sell, build, maintain, and remove programmed displays. Sell/provide recommended forecasts (order quantities) for promotions. Conduct in-store demonstrations. Ensure shelf stocking is performed by independent contractors; research and resolve causal factors that result in OOS (Out of Stocks). Coordinate and resolve distributor issues as needed. Manage distributor inventories and mark-downs. May be responsible for the directing the work activities of other Sales Representatives and Merchandisers; ensure correct work hours are entered into time and attendance system and approve in a timely manner. Work closely with commissary management and develop good professional relationship to ensure smooth and cooperative involvement in the marketing, promotion and sale of product. Maintain minimum level of store visits as directed by Commissary divisions. Coordinate CAO issues with store operations. Work closely with commissary management and develop good professional relationship to ensure smooth and cooperative involvement in the marketing, promotion and sale of product. Maintain minimum level of store visits as directed by Commissary divisions. Coordinate CAO issues with store operations. Staff and maintain vendor stockers for temporary assistance; handles financial obligations (utilizing client’s credit cards) and verifying/submitting hours worked in order to pay vendor stocker. Will also be responsible for payment of client expenses (utilizing client credit card) incurred in display and demonstrations. Process and pay vendor credit memorandums; Review, process and pay salvage claims. Other duties as assigned.


Requirements

High School Diploma / GED required1 - 3 years of retail sales and/or training experience


Knowledge, Skill and Ability Requirements:

Excellent verbal communication skillsMust be able to comfortably interact with the publicMust have professional appearance & demeanorMust be very familiar with EXCEL and WORDMust be able to present to publicMust have a valid driver’s license


Physical Requirements:

Must have a valid driver’s license;Additional travel possible outside of your territory


Equal Opportunity Employer (Disabled, Veteran) | Under applicable requirements, such as the San Francisco FCO and the Los Angeles FCHIO, we consider for employment qualified applicants with arrest and conviction records or criminal histories | E-Verify Employer

Premium, in good faith, believes that any posted range of compensation is the accurate range for this role at the time of this posting. Premium may ultimately pay more or less than the posted range depending on candidate qualifications and locations. This range may be modified in the future.


PipelineDetail: 52928",,,College Station-Bryan Area,,,Contract,True,CONTRACT,"{""Excellent verbal communication skills"",""Must be able to comfortably interact with the public"",""Professional appearance & demeanor"",""Familiarity with EXCEL and WORD"",""Ability to present to the public"",""Basic computer skills (Microsoft Office)"",""Leadership/management skills (directing team members)""}","['Excellent verbal communication skills', 'Must be able to comfortably interact with the public', 'Professional appearance & demeanor', 'Familiarity with EXCEL and WORD', 'Ability to present to the public', 'Basic computer skills (Microsoft Office)', 'Leadership/management skills (directing team members)']"
3379554375,Finishing Editor,Nebraska Public Media,1043057,"Nebraska Public Media, the PBS and NPR stations for Nebraska, is seeking a Finishing Editor to perform technical and creative editing of long and short form programs for local, regional, national, and international distribution. 
Responsibilities
Operate various technical production equipment for local broadcast and for national sporting events, author DVDs and Blu-Rays, and create files for external clients as well as shoot single camera video productions.
Assist in setting up, shooting, and striking of productions
Administrative work involves routine equipment maintenance, research, and instruction of nonlinear editing and Electronic Field Production.
Performs technical & creative editing of long and short form programs for local, regional, national and international distribution, color correcting, and creating special effects while ensuring technical standards are met.
Provide technical support for content editing systems, as well as performing video finishing and remote production duties.
Direct training for Avid systems users in the operation of the editing applications, administration of user accounts, technical issues, problem solving and resolution, and media management.
Minimum Required Qualifications
Bachelor’s degree in broadcasting or related field
One year of experience in editing, DVD/Blu-Ray authoring, and/or single camera EFP shooting or equivalent.
Must have a high level of proficiency at operating non-linear editing software
Proficient at operating sophisticated computer editors, a wide variety of videotape machines, digital recorders, video cameras, and electronic test equipment.
Expertise in a multitude of video and still picture file formats, and the proper method of encoding them.
Ability to determine proper video color balance; position a camera and compose and shoot technically and aesthetically pleasing pictures.
Ability to make decisions under pressure
Preferred Qualifications 
Three (3) years’ experience including any of the following: Avid Media Central PAM and Nexis storage management; Avid Media Composer Editing; color grading software and techniques; all Adobe Creative Cloud elements; multi-camera studio, remote; and/or training others on software and production techniques.
Ability to work with and learn from co-workers and to interact with clients and the public in a diplomatic, professional, and credible way.",,,"Lincoln, Nebraska Metropolitan Area",,,Full-time,True,FULL_TIME,"{""Non-linear editing software"",""Sophisticated computer editors"",""Videotape machines"",""Digital recorders"",""Video cameras"",""Electronic test equipment"",""Multitude of video and still picture file formats"",""Encoding methods"",""Proper video color balance"",""Camera operation"",""Composition and shooting techniques"",""Avid Media Central PAM and Nexis storage management"",""Avid Media Composer Editing"",""Color grading software and techniques"",""Adobe Creative Cloud elements"",""Multi-camera studio, remote production"",""Training others on software and production techniques""}","['Non-linear editing software', 'Sophisticated computer editors', 'Videotape machines', 'Digital recorders', 'Video cameras', 'Electronic test equipment', 'Multitude of video and still picture file formats', 'Encoding methods', 'Proper video color balance', 'Camera operation', 'Composition and shooting techniques', 'Avid Media Central PAM and Nexis storage management', 'Avid Media Composer Editing', 'Color grading software and techniques', 'Adobe Creative Cloud elements', 'Multi-camera studio', 'remote production', 'Training others on software and production techniques']"
3383214611,Account Executive - Mid-Market,Crisp,12977708,"Here at Crisp, we value the strength in teamwork, and strongly believe that it’s the key to Crisp’s success. By bringing together bright, motivated creators, wherever they live and work, we are leveraging humanity’s diversity of experience and background in order to understand the challenges facing our food supply, and solve them together. Come join us, and help build the type of business you’d like to be a part of.
We believe in transparency, diversity, merit and fostering a culture of empowerment, personal impact and career growth. The Mid-Market Account Executive will be a key member of our Sales Team, representing our brand, our mission and our industry leading platform. You are passionate, ambitious and self-motivated. You are eager to contribute to the overall company goals, exceed your quota and foster growth amongst our team and our organization.
This is a sales-focused role, reporting directly to the Senior Account Executive with ample opportunity for growth within the team. Whether you are coming from a startup or corporate background, you appreciate how much impact you will have within the organizations. You relish the ability to shape your own role and the future of the company.
Signs of a great candidate for Crisp:Collaborative. You know that your colleagues’ perspectives will make our customers successful. Similarly, you use your strengths to help us grow together. You propose ways for us to be more engaged and successful with our customers.Customer focused. Our customers are at the forefront of your day. You prioritize our customers’ voice to ensure their needs are met. Ambitious, curious, and resourceful. You are innately curious, and you aren’t afraid to work hard. You are self driven, you take direction well but are able to be creative to find results on your own when asked. You are driven to succeed because your hard work and results make you proud.Disciplined and reliable.  We are a distributed company and you enjoy the benefits of working distributed while consistently delivering what you have committed to. When you hit a snag, you communicate and reset expectations early.Appreciative of honest feedback.  You know that the best way to learn and grow is through constructive feedback delivered kindly. You view feedback given to you as an opportunity to get better and strive to do the same for others.Work smarter and harder. You often identify a problem, create a solution and bring it to a state of completion - with others, or even on your own. You find ways of eliminating or automating stuff that is uninteresting or wasteful.
Signs of a great candidate for Mid-Market Account Executive:In-depth sales experience at a SaaS company. You have experience prospecting Mid-Market CPG companies and closing high velocity deals with fast deal cycles. You have experience working with SaaS sales tools like Outreach, Salesforce, ZoomInfo and LinkedIn Sales Navigator.Closing Deals. You have experience both prospecting and closing deals. You excel at creating high quality leads and running a successful sales cycle from beginning to end. You make the most of every opportunity that comes your way. Goal driven.  You know how to push through rejection and find success in adversity. You understand consistent success comes from grit and a hard work ethic.Success in a remote work environment. You are self driven, you take direction well but are able to be creative to find new ways to be successful. You derive great personal satisfaction in your work.Communication. You are confident and convincing in your communication and have a strong objection handling skill set.
Location (Preferred): Chicago
We are building a team of people with a breadth of combined experiences so that we can collaboratively enable our customers to be successful. We’re looking for individuals that are capable, reliable, and hoping to grow along with us. Do you have strengths you can share? If so, we’d love to hear from you!",,,"Chicago, IL",,,Full-time,True,FULL_TIME,"{Collaborative,""Customer focused"",Ambitious,curious,resourceful,Disciplined,reliable,""Appreciative of honest feedback"",""Work smarter and harder"",""In-depth sales experience at a SaaS company"",""Prospecting Mid-Market CPG companies"",""Closing high velocity deals with fast deal cycles"",""Experience working with SaaS sales tools like Outreach, Salesforce, ZoomInfo, and LinkedIn Sales Navigator"",""Goal driven"",""Success in a remote work environment"",""Confident and convincing communication skills"",""Strong objection handling skill set""}","['Collaborative', 'Customer focused', 'Ambitious', 'curious', 'resourceful', 'Disciplined', 'reliable', 'Appreciative of honest feedback', 'Work smarter and harder', 'In-depth sales experience at a SaaS company', 'Prospecting Mid-Market CPG companies', 'Closing high velocity deals with fast deal cycles', 'Experience working with SaaS sales tools like Outreach', 'Salesforce', 'ZoomInfo', 'and LinkedIn Sales Navigator', 'Goal driven', 'Success in a remote work environment', 'Confident and convincing communication skills', 'Strong objection handling skill set']"
3483544074,Social Media Marketing Specialist Internship,"SEH Excavating, Inc.",5213044,"Company DescriptionSEH Excavating, Inc. is a full-service site development contractor located in Finksburg, Maryland. Since 1989, we have been providing high-quality and cost-efficient site construction services to the Baltimore metropolitan area. Our experienced team of 300+ employees is committed to delivering excellent results on time and within budget. We combine state-of-the-art technology with a personalized approach to meet the unique needs of each project. With SEH Excavating, you can expect professionalism, efficiency, and a dedication to customer satisfaction.
Role DescriptionThis internship is an exciting opportunity to join SEH Excavating's team and gain hands-on experience in social media marketing. As a Social Media Marketing Specialist Intern, you will assist in developing and implementing social media strategies to promote our projects and employees and to engage with our audience. This is an on-site internship located in Finksburg, MD, with additional weekly job site visits. You will work closely with our team to create compelling content, manage social media accounts, analyze performance metrics, and contribute to the overall marketing efforts.
QualificationsCurrently pursuing a degree in Marketing, Communications, Business, or a related fieldExcellent written and verbal communication skillsStrong understanding of social media platforms and their best practicesProficiency in using social media management toolsCreative thinking and the ability to generate engaging content ideasAnalytical mindset with the ability to interpret social media metricsAbility to work independently and collaboratively in a fast-paced environmentAttention to detail and strong organizational skillsBasic knowledge of SEO principles and digital marketing tacticsFamiliarity with design software (e.g., Canva) is a plusPassion for Construction is a plus
This is a PAID Summer Internship with potential for full time career advancement upon completion.",,,"Finksburg, MD",,,Internship,True,INTERNSHIP,"{""Social media platforms"",""Best practices"",""Content creation"",""Social media management tools"",""Analytical mindset"",""Interpretation of metrics"",""Creative thinking"",""Written communication"",""Verbal communication"",""SEO principles"",""Digital marketing tactics"",""Design software (e.g., Canva)"",""Organizational skills"",""Attention to detail""}","['Social media platforms', 'Best practices', 'Content creation', 'Social media management tools', 'Analytical mindset', 'Interpretation of metrics', 'Creative thinking', 'Written communication', 'Verbal communication', 'SEO principles', 'Digital marketing tactics', 'Design software (e.g.', 'Canva)', 'Organizational skills', 'Attention to detail']"
3386174836,Administrative Assistant Project Coordinator,,0,"We are seeking a Project Coordinator / Admin to join our team. The position is responsible for the coordination and support of various activities in construction material sales. HRG, LLC is a supplier source for building materials to general contractors and owners building hotels and other commercial buildings.ResponsibilitiesParticipation in all project areas- consisting of bidding, selling, purchasing, customer service care and customer billingCompetence in managing multiple daily project activitiesBidding - helping to prepare bid documentsSelling - assisting in preparation of sales proposalsPurchasing - communication with manufacturers , preparation of purchase ordersCustomer service care - maintain extensive level of verbal and written communication in proactive as well as reactive customer service care activitiesCustomer billing - preparation of monthly pay requests - AIA contract documentsQualificationsPrevious experience in project coordination activity desiredPrevious office experience requiredProficient in communication skills- both verbal as well as writtenStrong problem solving skillsDeadline and detail orientedAbility to interpret architectural plans is a benefitMust be proficient with computer and able to learn new software",,,"Collierville, TN",,,Full-time,True,FULL_TIME,"{""Project Coordination"",""Communication Skills (verbal & written)"",""Problem Solving Skills"",""Computer Proficiency"",""Attention to Detail"",""Interpretation of Architectural Plans"",""Office Experience"",""Time Management"",Organization,""Customer Service Skills""}","['Project Coordination', 'Communication Skills (verbal & written)', 'Problem Solving Skills', 'Computer Proficiency', 'Attention to Detail', 'Interpretation of Architectural Plans', 'Office Experience', 'Time Management', 'Organization', 'Customer Service Skills']"
3574102287,Administrative Assistant Bookkeeper,Throttle Company Vintage Motorcycles,28684646,"We're looking for a full time bookkeeper/office assistant/data entry office assistant.
Position is flexible from data entry/notary/document processing all the way to full time office assistant & bookkeeper. Attention to detail a must, good with numbers, ability to work independently, notary a plus (or willingness to obtain), motorcycle endorsement NOT required. 
Option may be available for hybrid work from home. Availability during Throttle Retail Business hours not required. FULL TIME, STARTING at $16/hr depending on combination of tasks adopted. Depending on experience.",,,"Columbus, Ohio Metropolitan Area",,,Full-time,True,FULL_TIME,"{""Attention to detail"",""Good with numbers"",""Ability to work independently"",""Notary (or willingness to obtain)""}","['Attention to detail', 'Good with numbers', 'Ability to work independently', 'Notary (or willingness to obtain)']"
3398076960,Technical Product and IT Manager for Data Center Dedicated Server Leasing,,0,"This opportunity is joining an innovation driven startup that has built the first 100% solar + battery powered datacenters and is launching a dedicated server hosting services business. This exciting high growth firm provides a ground floor opportunity for a career-growth minded role with exciting projects with leading-edge technology and innovation as well as competitive salaries and benefits.
Data Center - Cloud Product Manager - Revenue OfficerWe are looking for an experienced Cloud Product Manager to set up, manage, market and maintain a VPS / dedicated bare metal hosting service in accordance with the company's policies and procedures. Responsibilities:Developing, implementing and maintaining marketing activities for data center hosting product and services Technical sales and account management Product strategy and Go To Market strategyManage / co-manage channel and account business developmentAreas of Potential Future ResponsibilityDeveloping, implementing and maintaining future expansion areas of product and services Maintain a constant state of readiness in support of company goals. Recruit and manage a sales / business development team.Qualifications:7-15 + years of data center product, business development, marketing and/or sales. Well grounded understanding of network systems and software, etc. Experience recruiting and managing marketing and/or sales staffPrevious experience working with the customers, software vendors and network equipment suppliers a plusStrong verbal and written communications skillsExperience working with various computer systems and applications",225000.0,YEARLY,United States,,85000.0,Full-time,True,FULL_TIME,"{""Cloud Product Management"",""Marketing Activities Development"",""Technical Sales"",""Account Management"",""Product Strategy"",""Go To Market Strategy"",""Channel Business Development"",""Sales Team Management"",""Network Systems Understanding"",""Software Knowledge"",""Recruitment and Staff Management"",""Verbal Communications Skills"",""Written Communications Skills"",""Computer Systems Familiarity"",""Applications Experience""}","['Cloud Product Management', 'Marketing Activities Development', 'Technical Sales', 'Account Management', 'Product Strategy', 'Go To Market Strategy', 'Channel Business Development', 'Sales Team Management', 'Network Systems Understanding', 'Software Knowledge', 'Recruitment and Staff Management', 'Verbal Communications Skills', 'Written Communications Skills', 'Computer Systems Familiarity', 'Applications Experience']"
3407282046,Motion Graphic Designer and Film Editor,Elica Electric Co,10957929,"Company DescriptionElica Electric Co is an electrical engineering company founded in 2010, located in Isfahan, Iran. We specialize in providing Schneider Electric, ABB and Finder products. Schneider Electric offers energy and automation digital solutions for efficiency and sustainability. We strive to offer original products and technical support to our customers. Role DescriptionThis is a full-time on-site role for a Motion Graphic Designer and Film Editor at Elica Electric Co. The role involves creating motion graphics, video production, graphic design, and creating graphics. The Motion Graphic Designer and Film Editor will be responsible for designing and editing visual elements for various projects. QualificationsMotion Design and Motion Graphics skillsVideo Production and Editing skillsGraphic Design and Graphics skillsProficiency in Adobe Creative Suite (After Effects, Premiere Pro, Illustrator, Photoshop)Strong attention to detail and ability to meet deadlinesAbility to work collaboratively in a team environmentGood communication skills and ability to take directionExperience in the electrical engineering industry is a plus",,,"New York, NY",,,Full-time,True,FULL_TIME,"{""Motion Design"",""Motion Graphics"",""Video Production"",Editing,""Graphic Design"",Graphics,""Adobe Creative Suite (After Effects, Premiere Pro, Illustrator, Photoshop)""}","['Motion Design', 'Motion Graphics', 'Video Production', 'Editing', 'Graphic Design', 'Graphics', 'Adobe Creative Suite (After Effects', 'Premiere Pro', 'Illustrator', 'Photoshop)']"
3422171886,Social Media Manager and Graphic Designer,Century Trucks & Vans,89951074,"Position: Social Media Manager and Graphic Designer
Company: Century Trucks & Vans
Location: 1300 E Main Street, 75050 Grand Prairie, TX

Job Overview:We are looking for a talented Social Media Manager and Graphic Designer to take charge of our online presence and drive engagement across various social media platforms. This role combines the responsibilities of managing social media accounts with creating compelling graphics and visual assets to support our marketing efforts. You will be working directly under our marketing manager, who will guide and instruct you all the while. This position offers an extreme amount of autonomy, you will be able to manage all of the accounts as you see fit, with the ability to experiment and try new strategies under the marketing manager's supervision. We are seeking someone who is skilled in these fields, but is looking to make their own path forward.
Responsibilities:Manage all aspects of Century Trucks & Vans' social media platforms, including content creation, posting, customer interactions, and review responses.Produce high-quality photos and videos for use on social media and other marketing channels, with proficiency in capturing, editing, and enhancing visual content to align with our marketing goals.Create graphics and visual assets for marketing materials such as flyers, prints, landing pages, and website images.Stay informed about marketing and social media best practices, trends, and platform updates to ensure our content remains relevant and effective.Collaborate with the marketing team to develop and implement strategies that drive brand awareness, engagement, and conversion.Monitor social media analytics and performance metrics to track progress and identify opportunities for improvement.Qualifications:Bachelor's degree in Marketing, Communications, Graphic Design, or related field preferred.Proven experience managing social media accounts for businesses, with a strong understanding of platform dynamics and best practices preferred.Proficiency in photography, videography, and graphic design, with the ability to create compelling visuals using industry-standard software and tools.Excellent communication skills and a collaborative mindset, with the ability to work effectively within a team environment.A keen eye for detail and aesthetics, coupled with a creative flair and innovative approach to content creation.Automotive and/or dealership experience is a plus, but by no means neededBenefits:Competitive salary and comprehensive benefits packageOpportunities for professional development and career advancementTraining in marketing and social media management best practicesStraight forward, non ""corporate"" work environmentSupportive and inclusive work environmentEmployee discounts on vehicles and services",30.0,HOURLY,"Grand Prairie, TX",,25.0,Full-time,True,FULL_TIME,"{""Social Media Management"",""Content Creation"",""Graphic Design"",Photography,Videography,Editing,""Enhancing Visual Content"",""Marketing Best Practices"",""Platform Updates"",Analytics,""Performance Metrics"",""Communication Skills"",""Collaboration Mindset"",""Creative Flair"",""Innovative Approach to Content Creation""}","['Social Media Management', 'Content Creation', 'Graphic Design', 'Photography', 'Videography', 'Editing', 'Enhancing Visual Content', 'Marketing Best Practices', 'Platform Updates', 'Analytics', 'Performance Metrics', 'Communication Skills', 'Collaboration Mindset', 'Creative Flair', 'Innovative Approach to Content Creation']"
